===================== processing the file nott_2.txt =======================
** [[dS sm16469518 sm116816367]
    [nNS os1000023066588 os1000023066623]
    [dN os1000023066588 os1000023066986]
    [N os1000023066588 os1000023066986]
    [Ins os1000023066588 os1000023066589]
    [nNS os1000023066588 os1000023066589]
    [Ins os1000023066588 os1000023066622]
    [nNS os1000023066588 os1000023066622]
    [Ins os1000023066588 os1000023066621]
    [nNS os1000023066588 os1000023066621]
    [Ins os1000023066620 os1000023066595]
    [nNS os1000023066620 os1000023066595]
    [Ins os1000023066620 os1000023066593]
    [nNS os1000023066620 os1000023066593]
    [dS os1000023066620 os1000023067000]
    [S os1000023066620 os1000023067000]
    [Ins os1000023066620 os1000023066591]
    [S os1000023066620 os1000023066591]
    [dN os1000023066620 os1000023066629]
    [N os1000023066620 os1000023066629]
    [Ins os1000023066620 os1000023066628]
    [N os1000023066620 os1000023066628]
    [Ins os1000023066620 os1000023066627]
    [N os1000023066620 os1000023066627]
    [Ins os1000023066620 os1000023066626]
    [N os1000023066620 os1000023066626]
    [Ins os1000023066620 os1000023066625]
    [N os1000023066620 os1000023066625]
    [Ins os1000023066620 os1000023066624]
    [N os1000023066620 os1000023066624]
    [Ins os1000023066620 os1000023066623]
    [nNS os1000023066620 os1000023066623]
    [dN os1000023066620 os1000023066986]
    [N os1000023066620 os1000023066986]
    [Ins os1000023066620 os1000023066589]
    [nNS os1000023066620 os1000023066589]
    [Ins os1000023066620 os1000023066622]
    [nNS os1000023066620 os1000023066622]
    [Ins os1000023066620 os1000023066621]
    [nNS os1000023066620 os1000023066621]
    [Ins os1000023066620 os1000023066588]
    [nNS os1000023066620 os1000023066588]
    [dS os1000023066587 os1000023066595]
    [S os1000023066587 os1000023066595]
    [dS os1000023066587 os1000023066593]
    [S os1000023066587 os1000023066593]
    [dS os1000023066587 os1000023067000]
    [S os1000023066587 os1000023067000]
    [dS os1000023066587 os1000023066591]
    [S os1000023066587 os1000023066591]
    [dN os1000023066587 os1000023066629]
    [N os1000023066587 os1000023066629]
    [Ins os1000023066587 os1000023066628]
    [nNS os1000023066587 os1000023066628]
    [Ins os1000023066587 os1000023066627]
    [nNS os1000023066587 os1000023066627]
    [Ins os1000023066587 os1000023066626]
    [nNS os1000023066587 os1000023066626]
    [Ins os1000023066587 os1000023066625]
    [nNS os1000023066587 os1000023066625]
    [Ins os1000023066587 os1000023066624]
    [nNS os1000023066587 os1000023066624]
    [Ins os1000023066587 os1000023066623]
    [nNS os1000023066587 os1000023066623]
    [dN os1000023066587 os1000023066986]
    [N os1000023066587 os1000023066986]
    [Ins os1000023066587 os1000023066589]
    [nNS os1000023066587 os1000023066589]
    [Ins os1000023066587 os1000023066622]
    [nNS os1000023066587 os1000023066622]
    [Ins os1000023066587 os1000023066621]
    [nNS os1000023066587 os1000023066621]
    [Ins os1000023066587 os1000023066588]
    [S os1000023066587 os1000023066588]
    [Ins os1000023066587 os1000023066620]
    [S os1000023066587 os1000023066620]
    [dS os1000023066586 os1000023066595]
    [S os1000023066586 os1000023066595]
    [dS os1000023066586 os1000023066593]
    [S os1000023066586 os1000023066593]
    [dS os1000023066586 os1000023067000]
    [S os1000023066586 os1000023067000]
    [dS os1000023066586 os1000023066591]
    [S os1000023066586 os1000023066591]
    [Ins os1000023066586 os1000023066629]
    [nNS os1000023066586 os1000023066629]
    [Ins os1000023066586 os1000023066628]
    [nNS os1000023066586 os1000023066628]
    [Ins os1000023066586 os1000023066627]
    [nNS os1000023066586 os1000023066627]
    [Ins os1000023066586 os1000023066626]
    [nNS os1000023066586 os1000023066626]
    [Ins os1000023066586 os1000023066625]
    [nNS os1000023066586 os1000023066625]
    [Ins os1000023066586 os1000023066624]
    [nNS os1000023066586 os1000023066624]
